747 60050
165 175 0.0031746
306 175 0.0031746
144 175 0.0031746
219 175 0.0031746
174 175 0.0031746
44 175 0.0031746
54 175 0.0031746
253 175 0.0031746
195 175 0.0031746
7 175 0.0031746
163 175 0.0031746
395 175 0.0031746
438 175 0.0031746
398 175 0.0031746
227 175 0.0031746
145 175 0.0031746
387 175 0.0031746
139 175 0.0031746
285 175 0.0031746
267 175 0.0031746
48 175 0.0031746
89 175 0.0031746
104 175 0.0031746
79 175 0.0031746
476 175 0.0031746
144 175 0.0031746
278 175 0.0031746
305 175 0.0031746
155 175 0.0031746
258 175 0.0031746
121 175 0.0031746
12 175 0.0031746
132 175 0.0031746
518 175 0.0031746
55 175 0.0031746
180 175 0.0031746
20 175 0.0031746
100 175 0.0031746
284 175 0.0031746
94 175 0.0031746
429 175 0.0031746
13 175 0.0031746
38 175 0.0031746
272 175 0.0031746
2 175 0.0031746
58 175 0.0031746
98 175 0.0031746
205 175 0.0031746
168 175 0.0031746
262 175 0.0031746
384 175 0.0031746
194 175 0.0031746
394 175 0.0031746
103 175 0.0031746
313 175 0.0031746
236 175 0.0031746
198 175 0.0031746
89 175 0.0031746
388 175 0.0031746
98 175 0.0031746
219 175 0.0031746
25 175 0.0031746
133 175 0.0031746
113 175 0.0031746
31 175 0.0031746
143 175 0.0031746
505 175 0.0031746
34 175 0.0031746
182 175 0.0031746
436 175 0.0031746
262 175 0.0031746
50 175 0.0031746
118 175 0.0031746
272 175 0.0031746
300 175 0.0031746
80 175 0.0031746
15 175 0.0031746
112 175 0.0031746
505 175 0.0031746
13 175 0.0031746
353 175 0.0031746
84 175 0.0031746
304 175 0.0031746
216 175 0.0031746
458 175 0.0031746
267 175 0.0031746
261 175 0.0031746
165 175 0.0031746
276 175 0.0031746
1 175 0.0031746
1 175 0.0031746
34 175 0.0031746
124 175 0.0031746
378 175 0.0031746
152 175 0.0031746
250 175 0.0031746
394 175 0.0031746
92 175 0.0031746
53 175 0.0031746
512 175 0.0031746
155 175 0.0031746
182 175 0.0031746
2 175 0.0031746
99 175 0.0031746
259 175 0.0031746
115 175 0.0031746
143 175 0.0031746
303 175 0.0031746
6 175 0.0031746
349 175 0.0031746
169 175 0.0031746
440 175 0.0031746
284 175 0.0031746
433 175 0.0031746
25 175 0.0031746
478 175 0.0031746
217 175 0.0031746
476 175 0.0031746
179 175 0.0031746
113 175 0.0031746
132 175 0.0031746
153 175 0.0031746
518 175 0.0031746
242 175 0.0031746
71 175 0.0031746
12 175 0.0031746
154 175 0.0031746
7 175 0.0031746
55 175 0.0031746
322 175 0.0031746
217 175 0.0031746
85 175 0.0031746
33 175 0.0031746
11 175 0.0031746
168 175 0.0031746
458 175 0.0031746
393 175 0.0031746
44 175 0.0031746
26 175 0.0031746
306 175 0.0031746
304 175 0.0031746
163 175 0.0031746
133 175 0.0031746
103 175 0.0031746
101 175 0.0031746
142 175 0.0031746
457 175 0.0031746
38 175 0.0031746
322 175 0.0031746
220 175 0.0031746
16 175 0.0031746
56 175 0.0031746
218 175 0.0031746
438 175 0.0031746
398 175 0.0031746
258 175 0.0031746
94 175 0.0031746
157 175 0.0031746
88 175 0.0031746
236 175 0.0031746
142 175 0.0031746
105 175 0.0031746
37 175 0.0031746
67 175 0.0031746
259 175 0.0031746
67 175 0.0031746
92 175 0.0031746
384 175 0.0031746
139 175 0.0031746
312 175 0.0031746
20 175 0.0031746
194 175 0.0031746
244 175 0.0031746
312 175 0.0031746
242 175 0.0031746
218 175 0.0031746
395 175 0.0031746
434 175 0.0031746
33 175 0.0031746
228 175 0.0031746
393 175 0.0031746
228 175 0.0031746
16 175 0.0031746
250 175 0.0031746
433 175 0.0031746
388 175 0.0031746
80 175 0.0031746
154 175 0.0031746
121 175 0.0031746
83 175 0.0031746
71 175 0.0031746
138 175 0.0031746
253 175 0.0031746
122 175 0.0031746
115 175 0.0031746
261 175 0.0031746
93 175 0.0031746
279 175 0.0031746
342 175 0.0031746
434 175 0.0031746
313 175 0.0031746
353 175 0.0031746
315 175 0.0031746
100 175 0.0031746
279 175 0.0031746
241 175 0.0031746
565 175 0.0031746
227 175 0.0031746
241 175 0.0031746
441 175 0.0031746
478 175 0.0031746
152 175 0.0031746
387 175 0.0031746
76 175 0.0031746
335 175 0.0031746
305 175 0.0031746
169 175 0.0031746
244 175 0.0031746
234 175 0.0031746
124 175 0.0031746
335 175 0.0031746
195 175 0.0031746
129 175 0.0031746
349 175 0.0031746
303 175 0.0031746
129 175 0.0031746
375 175 0.0031746
220 175 0.0031746
138 175 0.0031746
135 175 0.0031746
429 175 0.0031746
153 175 0.0031746
26 175 0.0031746
177 176 0.037037
578 176 0.037037
422 176 0.037037
687 176 0.037037
687 176 0.037037
422 176 0.037037
331 176 0.037037
116 176 0.037037
578 176 0.037037
699 176 0.037037
186 176 0.037037
603 176 0.037037
186 176 0.037037
648 176 0.037037
699 176 0.037037
701 176 0.037037
706 176 0.037037
648 176 0.037037
706 176 0.037037
701 176 0.037037
177 176 0.037037
181 176 0.037037
331 176 0.037037
116 176 0.037037
603 176 0.037037
181 176 0.037037
176 177 0.0188679
137 177 0.0188679
71 177 0.0188679
181 177 0.0188679
627 177 0.0188679
106 177 0.0188679
46 177 0.0188679
652 177 0.0188679
609 177 0.0188679
701 177 0.0188679
536 177 0.0188679
542 177 0.0188679
422 177 0.0188679
648 177 0.0188679
706 177 0.0188679
401 177 0.0188679
648 177 0.0188679
627 177 0.0188679
706 177 0.0188679
71 177 0.0188679
116 177 0.0188679
137 177 0.0188679
401 177 0.0188679
684 177 0.0188679
186 177 0.0188679
431 177 0.0188679
455 177 0.0188679
295 177 0.0188679
455 177 0.0188679
542 177 0.0188679
191 177 0.0188679
46 177 0.0188679
536 177 0.0188679
116 177 0.0188679
432 177 0.0188679
665 177 0.0188679
181 177 0.0188679
176 177 0.0188679
701 177 0.0188679
191 177 0.0188679
609 177 0.0188679
422 177 0.0188679
684 177 0.0188679
744 177 0.0188679
186 177 0.0188679
665 177 0.0188679
652 177 0.0188679
432 177 0.0188679
295 177 0.0188679
744 177 0.0188679
106 177 0.0188679
431 177 0.0188679
73 178 0.0123457
392 178 0.0123457
392 178 0.0123457
407 178 0.0123457
488 178 0.0123457
338 178 0.0123457
270 178 0.0123457
3 178 0.0123457
407 178 0.0123457
239 178 0.0123457
297 178 0.0123457
239 178 0.0123457
469 178 0.0123457
4 178 0.0123457
263 178 0.0123457
474 178 0.0123457
414 178 0.0123457
72 178 0.0123457
202 178 0.0123457
42 178 0.0123457
469 178 0.0123457
408 178 0.0123457
270 178 0.0123457
473 178 0.0123457
297 178 0.0123457
479 178 0.0123457
408 178 0.0123457
453 178 0.0123457
479 178 0.0123457
461 178 0.0123457
338 178 0.0123457
263 178 0.0123457
474 178 0.0123457
72 178 0.0123457
526 178 0.0123457
644 178 0.0123457
73 178 0.0123457
414 178 0.0123457
454 178 0.0123457
481 178 0.0123457
108 178 0.0123457
481 178 0.0123457
594 178 0.0123457
108 178 0.0123457
473 178 0.0123457
468 178 0.0123457
594 178 0.0123457
582 178 0.0123457
488 178 0.0123457
612 178 0.0123457
628 178 0.0123457
4 178 0.0123457
42 178 0.0123457
563 178 0.0123457
240 178 0.0123457
240 178 0.0123457
202 178 0.0123457
237 178 0.0123457
237 178 0.0123457
3 178 0.0123457
461 178 0.0123457
576 178 0.0123457
563 178 0.0123457
264 178 0.0123457
628 178 0.0123457
612 178 0.0123457
325 178 0.0123457
446 178 0.0123457
468 178 0.0123457
576 178 0.0123457
264 178 0.0123457
454 178 0.0123457
448 178 0.0123457
582 178 0.0123457
453 178 0.0123457
448 178 0.0123457
446 178 0.0123457
526 178 0.0123457
644 178 0.0123457
325 178 0.0123457
143 179 0.00262467
180 179 0.00262467
92 179 0.00262467
55 179 0.00262467
375 179 0.00262467
250 179 0.00262467
60 179 0.00262467
129 179 0.00262467
84 179 0.00262467
512 179 0.00262467
290 179 0.00262467
349 179 0.00262467
470 179 0.00262467
55 179 0.00262467
79 179 0.00262467
242 179 0.00262467
139 179 0.00262467
388 179 0.00262467
410 179 0.00262467
51 179 0.00262467
290 179 0.00262467
253 179 0.00262467
394 179 0.00262467
205 179 0.00262467
276 179 0.00262467
303 179 0.00262467
504 179 0.00262467
7 179 0.00262467
262 179 0.00262467
54 179 0.00262467
194 179 0.00262467
440 179 0.00262467
31 179 0.00262467
304 179 0.00262467
56 179 0.00262467
195 179 0.00262467
105 179 0.00262467
112 179 0.00262467
100 179 0.00262467
8 179 0.00262467
420 179 0.00262467
308 179 0.00262467
300 179 0.00262467
436 179 0.00262467
118 179 0.00262467
101 179 0.00262467
44 179 0.00262467
5 179 0.00262467
98 179 0.00262467
336 179 0.00262467
48 179 0.00262467
39 179 0.00262467
71 179 0.00262467
420 179 0.00262467
133 179 0.00262467
59 179 0.00262467
291 179 0.00262467
371 179 0.00262467
396 179 0.00262467
188 179 0.00262467
244 179 0.00262467
114 179 0.00262467
457 179 0.00262467
303 179 0.00262467
505 179 0.00262467
215 179 0.00262467
418 179 0.00262467
447 179 0.00262467
26 179 0.00262467
58 179 0.00262467
153 179 0.00262467
543 179 0.00262467
279 179 0.00262467
81 179 0.00262467
487 179 0.00262467
234 179 0.00262467
306 179 0.00262467
241 179 0.00262467
93 179 0.00262467
592 179 0.00262467
659 179 0.00262467
5 179 0.00262467
82 179 0.00262467
254 179 0.00262467
165 179 0.00262467
335 179 0.00262467
512 179 0.00262467
267 179 0.00262467
219 179 0.00262467
254 179 0.00262467
470 179 0.00262467
53 179 0.00262467
158 179 0.00262467
162 179 0.00262467
48 179 0.00262467
242 179 0.00262467
175 179 0.00262467
253 179 0.00262467
89 179 0.00262467
15 179 0.00262467
144 179 0.00262467
362 179 0.00262467
182 179 0.00262467
452 179 0.00262467
76 179 0.00262467
122 179 0.00262467
258 179 0.00262467
205 179 0.00262467
259 179 0.00262467
102 179 0.00262467
103 179 0.00262467
280 179 0.00262467
122 179 0.00262467
215 179 0.00262467
505 179 0.00262467
312 179 0.00262467
6 179 0.00262467
250 179 0.00262467
79 179 0.00262467
114 179 0.00262467
59 179 0.00262467
227 179 0.00262467
57 179 0.00262467
300 179 0.00262467
410 179 0.00262467
655 179 0.00262467
57 179 0.00262467
83 179 0.00262467
169 179 0.00262467
67 179 0.00262467
143 179 0.00262467
155 179 0.00262467
353 179 0.00262467
135 179 0.00262467
152 179 0.00262467
8 179 0.00262467
285 179 0.00262467
20 179 0.00262467
458 179 0.00262467
458 179 0.00262467
219 179 0.00262467
306 179 0.00262467
236 179 0.00262467
94 179 0.00262467
311 179 0.00262467
216 179 0.00262467
261 179 0.00262467
447 179 0.00262467
20 179 0.00262467
395 179 0.00262467
50 179 0.00262467
24 179 0.00262467
39 179 0.00262467
67 179 0.00262467
262 179 0.00262467
110 179 0.00262467
393 179 0.00262467
313 179 0.00262467
105 179 0.00262467
659 179 0.00262467
140 179 0.00262467
14 179 0.00262467
163 179 0.00262467
241 179 0.00262467
452 179 0.00262467
70 179 0.00262467
247 179 0.00262467
310 179 0.00262467
101 179 0.00262467
81 179 0.00262467
129 179 0.00262467
102 179 0.00262467
112 179 0.00262467
95 179 0.00262467
374 179 0.00262467
307 179 0.00262467
168 179 0.00262467
433 179 0.00262467
194 179 0.00262467
310 179 0.00262467
478 179 0.00262467
220 179 0.00262467
593 179 0.00262467
244 179 0.00262467
98 179 0.00262467
26 179 0.00262467
52 179 0.00262467
49 179 0.00262467
487 179 0.00262467
132 179 0.00262467
504 179 0.00262467
169 179 0.00262467
249 179 0.00262467
6 179 0.00262467
93 179 0.00262467
180 179 0.00262467
54 179 0.00262467
198 179 0.00262467
92 179 0.00262467
13 179 0.00262467
115 179 0.00262467
104 179 0.00262467
518 179 0.00262467
113 179 0.00262467
34 179 0.00262467
154 179 0.00262467
291 179 0.00262467
124 179 0.00262467
60 179 0.00262467
572 179 0.00262467
278 179 0.00262467
689 179 0.00262467
113 179 0.00262467
52 179 0.00262467
38 179 0.00262467
71 179 0.00262467
121 179 0.00262467
388 179 0.00262467
153 179 0.00262467
217 179 0.00262467
49 179 0.00262467
80 179 0.00262467
433 179 0.00262467
285 179 0.00262467
34 179 0.00262467
220 179 0.00262467
155 179 0.00262467
243 179 0.00262467
572 179 0.00262467
318 179 0.00262467
175 179 0.00262467
393 179 0.00262467
249 179 0.00262467
543 179 0.00262467
44 179 0.00262467
349 179 0.00262467
267 179 0.00262467
58 179 0.00262467
164 179 0.00262467
15 179 0.00262467
418 179 0.00262467
100 179 0.00262467
322 179 0.00262467
13 179 0.00262467
12 179 0.00262467
686 179 0.00262467
24 179 0.00262467
234 179 0.00262467
195 179 0.00262467
216 179 0.00262467
88 179 0.00262467
218 179 0.00262467
95 179 0.00262467
53 179 0.00262467
123 179 0.00262467
394 179 0.00262467
38 179 0.00262467
592 179 0.00262467
84 179 0.00262467
228 179 0.00262467
335 179 0.00262467
103 179 0.00262467
336 179 0.00262467
144 179 0.00262467
115 179 0.00262467
12 179 0.00262467
121 179 0.00262467
371 179 0.00262467
154 179 0.00262467
170 179 0.00262467
518 179 0.00262467
313 179 0.00262467
279 179 0.00262467
610 179 0.00262467
37 179 0.00262467
278 179 0.00262467
398 179 0.00262467
170 179 0.00262467
162 179 0.00262467
135 179 0.00262467
217 179 0.00262467
398 179 0.00262467
308 179 0.00262467
187 179 0.00262467
342 179 0.00262467
305 179 0.00262467
429 179 0.00262467
152 179 0.00262467
689 179 0.00262467
304 179 0.00262467
16 179 0.00262467
14 179 0.00262467
70 179 0.00262467
362 179 0.00262467
585 179 0.00262467
89 179 0.00262467
149 179 0.00262467
168 179 0.00262467
31 179 0.00262467
342 179 0.00262467
476 179 0.00262467
88 179 0.00262467
272 179 0.00262467
80 179 0.00262467
164 179 0.00262467
99 179 0.00262467
315 179 0.00262467
353 179 0.00262467
429 179 0.00262467
37 179 0.00262467
50 179 0.00262467
51 179 0.00262467
686 179 0.00262467
419 179 0.00262467
476 179 0.00262467
56 179 0.00262467
124 179 0.00262467
218 179 0.00262467
655 179 0.00262467
311 179 0.00262467
593 179 0.00262467
187 179 0.00262467
384 179 0.00262467
1 179 0.00262467
384 179 0.00262467
258 179 0.00262467
140 179 0.00262467
436 179 0.00262467
188 179 0.00262467
375 179 0.00262467
123 179 0.00262467
139 179 0.00262467
261 179 0.00262467
243 179 0.00262467
1 179 0.00262467
94 179 0.00262467
538 179 0.00262467
165 179 0.00262467
104 179 0.00262467
312 179 0.00262467
110 179 0.00262467
585 179 0.00262467
182 179 0.00262467
307 179 0.00262467
478 179 0.00262467
318 179 0.00262467
419 179 0.00262467
247 179 0.00262467
280 179 0.00262467
16 179 0.00262467
538 179 0.00262467
25 179 0.00262467
374 179 0.00262467
7 179 0.00262467
99 179 0.00262467
610 179 0.00262467
158 179 0.00262467
315 179 0.00262467
132 179 0.00262467
133 179 0.00262467
440 179 0.00262467
322 179 0.00262467
457 179 0.00262467
118 179 0.00262467
259 179 0.00262467
163 179 0.00262467
272 179 0.00262467
228 179 0.00262467
82 179 0.00262467
236 179 0.00262467
395 179 0.00262467
227 179 0.00262467
305 179 0.00262467
25 179 0.00262467
198 179 0.00262467
396 179 0.00262467
276 179 0.00262467
149 179 0.00262467
83 179 0.00262467
76 179 0.00262467
5 180 0.00343643
1 180 0.00343643
410 180 0.00343643
83 180 0.00343643
179 180 0.00343643
164 180 0.00343643
54 180 0.00343643
277 180 0.00343643
429 180 0.00343643
104 180 0.00343643
51 180 0.00343643
478 180 0.00343643
98 180 0.00343643
67 180 0.00343643
84 180 0.00343643
112 180 0.00343643
55 180 0.00343643
182 180 0.00343643
258 180 0.00343643
167 180 0.00343643
478 180 0.00343643
541 180 0.00343643
279 180 0.00343643
247 180 0.00343643
322 180 0.00343643
163 180 0.00343643
305 180 0.00343643
169 180 0.00343643
420 180 0.00343643
92 180 0.00343643
315 180 0.00343643
85 180 0.00343643
32 180 0.00343643
103 180 0.00343643
144 180 0.00343643
113 180 0.00343643
285 180 0.00343643
505 180 0.00343643
2 180 0.00343643
433 180 0.00343643
118 180 0.00343643
374 180 0.00343643
110 180 0.00343643
165 180 0.00343643
259 180 0.00343643
155 180 0.00343643
168 180 0.00343643
33 180 0.00343643
234 180 0.00343643
168 180 0.00343643
25 180 0.00343643
81 180 0.00343643
175 180 0.00343643
531 180 0.00343643
436 180 0.00343643
285 180 0.00343643
94 180 0.00343643
284 180 0.00343643
291 180 0.00343643
39 180 0.00343643
244 180 0.00343643
144 180 0.00343643
56 180 0.00343643
16 180 0.00343643
487 180 0.00343643
388 180 0.00343643
291 180 0.00343643
138 180 0.00343643
102 180 0.00343643
305 180 0.00343643
20 180 0.00343643
335 180 0.00343643
89 180 0.00343643
217 180 0.00343643
76 180 0.00343643
384 180 0.00343643
26 180 0.00343643
103 180 0.00343643
306 180 0.00343643
284 180 0.00343643
458 180 0.00343643
12 180 0.00343643
112 180 0.00343643
99 180 0.00343643
262 180 0.00343643
138 180 0.00343643
278 180 0.00343643
71 180 0.00343643
92 180 0.00343643
12 180 0.00343643
261 180 0.00343643
241 180 0.00343643
39 180 0.00343643
294 180 0.00343643
45 180 0.00343643
45 180 0.00343643
52 180 0.00343643
167 180 0.00343643
313 180 0.00343643
133 180 0.00343643
313 180 0.00343643
476 180 0.00343643
94 180 0.00343643
378 180 0.00343643
262 180 0.00343643
175 180 0.00343643
7 180 0.00343643
1 180 0.00343643
2 180 0.00343643
121 180 0.00343643
49 180 0.00343643
258 180 0.00343643
53 180 0.00343643
518 180 0.00343643
123 180 0.00343643
306 180 0.00343643
132 180 0.00343643
79 180 0.00343643
518 180 0.00343643
99 180 0.00343643
55 180 0.00343643
395 180 0.00343643
105 180 0.00343643
198 180 0.00343643
71 180 0.00343643
95 180 0.00343643
234 180 0.00343643
82 180 0.00343643
158 180 0.00343643
114 180 0.00343643
98 180 0.00343643
227 180 0.00343643
353 180 0.00343643
253 180 0.00343643
436 180 0.00343643
457 180 0.00343643
110 180 0.00343643
53 180 0.00343643
198 180 0.00343643
187 180 0.00343643
300 180 0.00343643
253 180 0.00343643
195 180 0.00343643
335 180 0.00343643
393 180 0.00343643
179 180 0.00343643
114 180 0.00343643
277 180 0.00343643
418 180 0.00343643
300 180 0.00343643
85 180 0.00343643
59 180 0.00343643
476 180 0.00343643
394 180 0.00343643
303 180 0.00343643
267 180 0.00343643
155 180 0.00343643
395 180 0.00343643
135 180 0.00343643
220 180 0.00343643
433 180 0.00343643
93 180 0.00343643
32 180 0.00343643
133 180 0.00343643
418 180 0.00343643
458 180 0.00343643
272 180 0.00343643
182 180 0.00343643
31 180 0.00343643
60 180 0.00343643
89 180 0.00343643
83 180 0.00343643
220 180 0.00343643
505 180 0.00343643
312 180 0.00343643
276 180 0.00343643
659 180 0.00343643
378 180 0.00343643
247 180 0.00343643
394 180 0.00343643
272 180 0.00343643
227 180 0.00343643
659 180 0.00343643
132 180 0.00343643
104 180 0.00343643
187 180 0.00343643
20 180 0.00343643
438 180 0.00343643
124 180 0.00343643
261 180 0.00343643
217 180 0.00343643
139 180 0.00343643
139 180 0.00343643
33 180 0.00343643
123 180 0.00343643
243 180 0.00343643
163 180 0.00343643
159 180 0.00343643
84 180 0.00343643
393 180 0.00343643
158 180 0.00343643
336 180 0.00343643
159 180 0.00343643
7 180 0.00343643
162 180 0.00343643
93 180 0.00343643
59 180 0.00343643
384 180 0.00343643
100 180 0.00343643
5 180 0.00343643
57 180 0.00343643
267 180 0.00343643
195 180 0.00343643
279 180 0.00343643
38 180 0.00343643
487 180 0.00343643
95 180 0.00343643
16 180 0.00343643
25 180 0.00343643
51 180 0.00343643
162 180 0.00343643
54 180 0.00343643
242 180 0.00343643
57 180 0.00343643
290 180 0.00343643
457 180 0.00343643
34 180 0.00343643
388 180 0.00343643
34 180 0.00343643
243 180 0.00343643
102 180 0.00343643
52 180 0.00343643
154 180 0.00343643
304 180 0.00343643
508 180 0.00343643
336 180 0.00343643
276 180 0.00343643
259 180 0.00343643
31 180 0.00343643
174 180 0.00343643
353 180 0.00343643
164 180 0.00343643
420 180 0.00343643
26 180 0.00343643
541 180 0.00343643
6 180 0.00343643
508 180 0.00343643
410 180 0.00343643
157 180 0.00343643
244 180 0.00343643
315 180 0.00343643
143 180 0.00343643
342 180 0.00343643
303 180 0.00343643
342 180 0.00343643
135 180 0.00343643
294 180 0.00343643
241 180 0.00343643
79 180 0.00343643
60 180 0.00343643
38 180 0.00343643
6 180 0.00343643
278 180 0.00343643
531 180 0.00343643
304 180 0.00343643
67 180 0.00343643
242 180 0.00343643
113 180 0.00343643
121 180 0.00343643
157 180 0.00343643
290 180 0.00343643
118 180 0.00343643
154 180 0.00343643
165 180 0.00343643
143 180 0.00343643
82 180 0.00343643
169 180 0.00343643
438 180 0.00343643
56 180 0.00343643
81 180 0.00343643
105 180 0.00343643
174 180 0.00343643
124 180 0.00343643
49 180 0.00343643
312 180 0.00343643
322 180 0.00343643
76 180 0.00343643
374 180 0.00343643
429 180 0.00343643
100 180 0.00343643
20 181 0.0052356
186 181 0.0052356
256 181 0.0052356
484 181 0.0052356
467 181 0.0052356
173 181 0.0052356
475 181 0.0052356
36 181 0.0052356
627 181 0.0052356
554 181 0.0052356
382 181 0.0052356
523 181 0.0052356
677 181 0.0052356
177 181 0.0052356
556 181 0.0052356
684 181 0.0052356
191 181 0.0052356
626 181 0.0052356
665 181 0.0052356
215 181 0.0052356
658 181 0.0052356
107 181 0.0052356
268 181 0.0052356
107 181 0.0052356
150 181 0.0052356
506 181 0.0052356
464 181 0.0052356
106 181 0.0052356
10 181 0.0052356
706 181 0.0052356
652 181 0.0052356
626 181 0.0052356
677 181 0.0052356
554 181 0.0052356
401 181 0.0052356
713 181 0.0052356
699 181 0.0052356
475 181 0.0052356
191 181 0.0052356
385 181 0.0052356
326 181 0.0052356
173 181 0.0052356
35 181 0.0052356
46 181 0.0052356
382 181 0.0052356
570 181 0.0052356
639 181 0.0052356
609 181 0.0052356
556 181 0.0052356
150 181 0.0052356
309 181 0.0052356
432 181 0.0052356
69 181 0.0052356
521 181 0.0052356
186 181 0.0052356
570 181 0.0052356
638 181 0.0052356
624 181 0.0052356
713 181 0.0052356
211 181 0.0052356
597 181 0.0052356
638 181 0.0052356
9 181 0.0052356
215 181 0.0052356
206 181 0.0052356
20 181 0.0052356
268 181 0.0052356
560 181 0.0052356
316 181 0.0052356
431 181 0.0052356
455 181 0.0052356
445 181 0.0052356
484 181 0.0052356
537 181 0.0052356
523 181 0.0052356
327 181 0.0052356
431 181 0.0052356
546 181 0.0052356
385 181 0.0052356
36 181 0.0052356
464 181 0.0052356
301 181 0.0052356
295 181 0.0052356
106 181 0.0052356
527 181 0.0052356
694 181 0.0052356
302 181 0.0052356
302 181 0.0052356
301 181 0.0052356
603 181 0.0052356
331 181 0.0052356
439 181 0.0052356
443 181 0.0052356
498 181 0.0052356
137 181 0.0052356
624 181 0.0052356
548 181 0.0052356
744 181 0.0052356
437 181 0.0052356
10 181 0.0052356
660 181 0.0052356
652 181 0.0052356
401 181 0.0052356
316 181 0.0052356
69 181 0.0052356
437 181 0.0052356
383 181 0.0052356
331 181 0.0052356
639 181 0.0052356
211 181 0.0052356
327 181 0.0052356
699 181 0.0052356
521 181 0.0052356
203 181 0.0052356
537 181 0.0052356
706 181 0.0052356
455 181 0.0052356
542 181 0.0052356
482 181 0.0052356
536 181 0.0052356
326 181 0.0052356
694 181 0.0052356
731 181 0.0052356
506 181 0.0052356
116 181 0.0052356
564 181 0.0052356
564 181 0.0052356
536 181 0.0052356
309 181 0.0052356
648 181 0.0052356
701 181 0.0052356
744 181 0.0052356
295 181 0.0052356
499 181 0.0052356
658 181 0.0052356
648 181 0.0052356
116 181 0.0052356
597 181 0.0052356
527 181 0.0052356
445 181 0.0052356
701 181 0.0052356
260 181 0.0052356
603 181 0.0052356
422 181 0.0052356
190 181 0.0052356
489 181 0.0052356
35 181 0.0052356
383 181 0.0052356
497 181 0.0052356
560 181 0.0052356
9 181 0.0052356
665 181 0.0052356
627 181 0.0052356
310 181 0.0052356
731 181 0.0052356
507 181 0.0052356
177 181 0.0052356
260 181 0.0052356
190 181 0.0052356
310 181 0.0052356
176 181 0.0052356
507 181 0.0052356
432 181 0.0052356
482 181 0.0052356
542 181 0.0052356
609 181 0.0052356
184 181 0.0052356
184 181 0.0052356
489 181 0.0052356
126 181 0.0052356
256 181 0.0052356
439 181 0.0052356
684 181 0.0052356
137 181 0.0052356
206 181 0.0052356
546 181 0.0052356
120 181 0.0052356
497 181 0.0052356
120 181 0.0052356
126 181 0.0052356
498 181 0.0052356
46 181 0.0052356
548 181 0.0052356
499 181 0.0052356
467 181 0.0052356
660 181 0.0052356
176 181 0.0052356
443 181 0.0052356
203 181 0.0052356
422 181 0.0052356
104 182 0.00269542
315 182 0.00269542
306 182 0.00269542
219 182 0.00269542
217 182 0.00269542
15 182 0.00269542
50 182 0.00269542
279 182 0.00269542
58 182 0.00269542
111 182 0.00269542
59 182 0.00269542
133 182 0.00269542
441 182 0.00269542
60 182 0.00269542
105 182 0.00269542
394 182 0.00269542
279 182 0.00269542
512 182 0.00269542
174 182 0.00269542
104 182 0.00269542
180 182 0.00269542
123 182 0.00269542
541 182 0.00269542
272 182 0.00269542
8 182 0.00269542
290 182 0.00269542
447 182 0.00269542
258 182 0.00269542
168 182 0.00269542
31 182 0.00269542
20 182 0.00269542
54 182 0.00269542
81 182 0.00269542
53 182 0.00269542
76 182 0.00269542
52 182 0.00269542
335 182 0.00269542
103 182 0.00269542
277 182 0.00269542
354 182 0.00269542
243 182 0.00269542
52 182 0.00269542
456 182 0.00269542
276 182 0.00269542
267 182 0.00269542
84 182 0.00269542
164 182 0.00269542
157 182 0.00269542
220 182 0.00269542
262 182 0.00269542
335 182 0.00269542
494 182 0.00269542
318 182 0.00269542
80 182 0.00269542
55 182 0.00269542
466 182 0.00269542
313 182 0.00269542
504 182 0.00269542
438 182 0.00269542
76 182 0.00269542
82 182 0.00269542
89 182 0.00269542
113 182 0.00269542
261 182 0.00269542
418 182 0.00269542
93 182 0.00269542
56 182 0.00269542
433 182 0.00269542
113 182 0.00269542
352 182 0.00269542
102 182 0.00269542
353 182 0.00269542
26 182 0.00269542
12 182 0.00269542
387 182 0.00269542
124 182 0.00269542
67 182 0.00269542
11 182 0.00269542
145 182 0.00269542
220 182 0.00269542
162 182 0.00269542
513 182 0.00269542
284 182 0.00269542
2 182 0.00269542
371 182 0.00269542
81 182 0.00269542
33 182 0.00269542
26 182 0.00269542
179 182 0.00269542
300 182 0.00269542
55 182 0.00269542
143 182 0.00269542
101 182 0.00269542
253 182 0.00269542
84 182 0.00269542
144 182 0.00269542
375 182 0.00269542
39 182 0.00269542
249 182 0.00269542
39 182 0.00269542
110 182 0.00269542
219 182 0.00269542
398 182 0.00269542
513 182 0.00269542
440 182 0.00269542
143 182 0.00269542
259 182 0.00269542
504 182 0.00269542
6 182 0.00269542
198 182 0.00269542
299 182 0.00269542
19 182 0.00269542
244 182 0.00269542
248 182 0.00269542
248 182 0.00269542
174 182 0.00269542
565 182 0.00269542
139 182 0.00269542
395 182 0.00269542
440 182 0.00269542
103 182 0.00269542
258 182 0.00269542
218 182 0.00269542
51 182 0.00269542
45 182 0.00269542
243 182 0.00269542
315 182 0.00269542
418 182 0.00269542
198 182 0.00269542
102 182 0.00269542
234 182 0.00269542
261 182 0.00269542
94 182 0.00269542
429 182 0.00269542
1 182 0.00269542
67 182 0.00269542
278 182 0.00269542
508 182 0.00269542
7 182 0.00269542
48 182 0.00269542
194 182 0.00269542
396 182 0.00269542
205 182 0.00269542
85 182 0.00269542
396 182 0.00269542
187 182 0.00269542
249 182 0.00269542
89 182 0.00269542
247 182 0.00269542
234 182 0.00269542
37 182 0.00269542
